,id,date,lat,lon,geometry,ct2010,boro_code
0,116,201310,40.74177603,-74.00149746,POINT (-74.00149746 40.74177603),008300,1
1,212,201310,40.74334935,-74.00681753,POINT (-74.00681753000001 40.74334935),008300,1
2,434,201310,40.74317449,-74.00366443,POINT (-74.00366443 40.74317449),008300,1
3,463,201310,40.74206539,-74.00443172,POINT (-74.00443172 40.74206539),008300,1
4,119,201310,40.69608941,-73.97803415,POINT (-73.97803415 40.69608941),002901,3
5,120,201310,40.68676793,-73.95928168,POINT (-73.95928168 40.68676793),023300,3
6,409,201310,40.6906495,-73.95643107,POINT (-73.95643106999999 40.6906495),023300,3
7,127,201310,40.73172428,-74.00674436,POINT (-74.00674436 40.73172428),006900,1
8,358,201310,40.73291553,-74.00711384,POINT (-74.00711384 40.73291553),006900,1
9,128,201310,40.72710258,-74.00297088,POINT (-74.00297088000001 40.72710258),003700,1
10,2004,201310,40.724399,-74.004704,POINT (-74.004704 40.724399),003700,1
11,347,201507,40.728846,-74.008591,POINT (-74.008591 40.728846),003700,1
12,377,201310,40.72243797,-74.00566443,POINT (-74.00566443 40.72243797),003700,1
13,137,201310,40.761628,-73.972924,POINT (-73.97292400000001 40.761628),010200,1
14,456,201310,40.7597108,-73.97402311,POINT (-73.97402311 40.7597108),010200,1
15,143,201310,40.69239502,-73.99337909,POINT (-73.99337909 40.69239502),000700,3
16,157,201310,40.69089272,-73.99612349,POINT (-73.99612349 40.69089272),000700,3
17,144,201310,40.69839895,-73.98068914,POINT (-73.98068914 40.69839895),002300,3
18,146,201310,40.71625008,-74.0091059,POINT (-74.00910589999999 40.71625008),003300,1
19,248,201310,40.72185379,-74.00771779,POINT (-74.00771779 40.72185379),003300,1
20,257,201310,40.71939226,-74.00247214,POINT (-74.00247213999999 40.71939226),003300,1
21,320,201403,40.717571,-74.005549,POINT (-74.005549 40.717571),003300,1
22,79,201310,40.71911552,-74.00666661,POINT (-74.00666661 40.71911552),003300,1
23,147,201310,40.71542197,-74.01121978,POINT (-74.01121978 40.71542197),002100,1
24,152,201310,40.71473993,-74.00910627,POINT (-74.00910627 40.71473993),002100,1
25,309,201310,40.7149787,-74.013012,POINT (-74.013012 40.7149787),002100,1
26,417,201310,40.71291224,-74.01020234,POINT (-74.01020234000001 40.71291224),002100,1
27,150,201310,40.7208736,-73.98085795,POINT (-73.98085795 40.7208736),002202,1
28,151,201510,40.722103786686034,-73.99724900722504,POINT (-73.99724900722504 40.72210378668603),004500,1
29,268,201310,40.71910537,-73.99973337,POINT (-73.99973337 40.71910537),004500,1
30,153,201501,40.75206231,-73.9816324,POINT (-73.9816324 40.75206231),008200,1
31,3234,201510,40.75159368451112,-73.98043155670166,POINT (-73.98043155670166 40.75159368451112),008200,1
32,3235,201510,40.752165280621966,-73.97992193698882,POINT (-73.97992193698882 40.75216528062197),008200,1
33,167,201310,40.7489006,-73.97604882,POINT (-73.97604882 40.7489006),008000,1
34,517,201409,40.751581,-73.97791,POINT (-73.97790999999999 40.751581),008000,1
35,519,201409,40.751873,-73.977706,POINT (-73.977706 40.751873),008000,1
36,161,201310,40.72917025,-73.99810231,POINT (-73.99810230999999 40.72917025),006500,1
37,336,201310,40.73047747,-73.99906065,POINT (-73.99906065 40.73047747),006500,1
38,369,201310,40.73224119,-74.00026394,POINT (-74.00026394 40.73224119),006500,1
39,164,201310,40.75323098,-73.97032517,POINT (-73.97032517 40.75323098),009000,1
40,440,201310,40.75255434,-73.97282625,POINT (-73.97282625 40.75255434),009000,1
41,516,201310,40.75206862,-73.96784384,POINT (-73.96784384 40.75206862),009000,1
42,168,201310,40.73971301,-73.99456405,POINT (-73.99456404999999 40.73971301),005400,1
43,174,201310,40.7381765,-73.97738662,POINT (-73.97738662 40.7381765),006200,1
44,195,201310,40.70905623,-74.01043382,POINT (-74.01043382 40.70905623),000700,1
45,264,201310,40.70706456,-74.00731853,POINT (-74.00731853000001 40.70706456),000700,1
46,315,201310,40.70355377,-74.00670227,POINT (-74.00670227000001 40.70355377),000700,1
47,337,201310,40.7037992,-74.00838676,POINT (-74.00838675999999 40.7037992),000700,1
48,351,201310,40.70530954,-74.00612572,POINT (-74.00612572 40.70530954),000700,1
49,360,201310,40.70717936,-74.00887308,POINT (-74.00887308 40.70717936),000700,1
50,415,201310,40.7047177,-74.00926027,POINT (-74.00926027 40.7047177),000700,1
51,2000,201310,40.70255088,-73.98940236,POINT (-73.98940236 40.70255088),002100,3
52,217,201310,40.70277159,-73.99383605,POINT (-73.99383605 40.70277159),002100,3
53,414,201310,40.70281858,-73.98765762,POINT (-73.98765761999999 40.70281858),002100,3
54,418,201310,40.70224,-73.982578,POINT (-73.982578 40.70224),002100,3
55,430,201310,40.7014851,-73.98656928,POINT (-73.98656928 40.7014851),002100,3
56,2001,201405,40.699773,-73.979927,POINT (-73.979927 40.699773),054300,3
57,2005,201310,40.70531194,-73.97100056,POINT (-73.97100055999999 40.70531194),054300,3
58,313,201310,40.69610226,-73.96751037,POINT (-73.96751037 40.69610226),054300,3
59,343,201310,40.69794,-73.96986848,POINT (-73.96986848 40.69794),054300,3
60,2002,201310,40.716887,-73.963198,POINT (-73.96319800000001 40.716887),055500,3
61,2003,201506,40.73381219,-73.98054421,POINT (-73.98054421000001 40.73381219),004400,1
62,3219,201510,40.729193,-73.976655,POINT (-73.97665499999999 40.729193),004400,1
63,504,201310,40.73221853,-73.98165557,POINT (-73.98165557 40.73221853),004400,1
64,511,201310,40.72938685,-73.97772429,POINT (-73.97772429 40.72938685),004400,1
65,2006,201310,40.76590936,-73.97634151,POINT (-73.97634151 40.76590936),014300,1
66,3137,201509,40.77282817,-73.96685276,POINT (-73.96685275999999 40.77282817),014300,1
67,3160,201509,40.77896784,-73.97374737,POINT (-73.97374737 40.77896784),014300,1
68,3163,201509,40.7734066,-73.97782542,POINT (-73.97782542 40.7734066),014300,1
69,3165,201510,40.77579376683666,-73.9762057363987,POINT (-73.9762057363987 40.77579376683666),014300,1
70,3168,201510,40.78472675,-73.96961715,POINT (-73.96961715 40.78472675),014300,1
71,2008,201310,40.70569254,-74.01677685,POINT (-74.01677685 40.70569254),031704,1
72,3002,201310,40.711512,-74.015756,POINT (-74.015756 40.711512),031704,1
73,363,201310,40.70834698,-74.01713445,POINT (-74.01713445 40.70834698),031704,1
74,2009,201310,40.71117444,-73.99682619,POINT (-73.99682618999999 40.71117444),002500,1
75,82,201310,40.71117416,-74.00016545,POINT (-74.00016545 40.71117416),002500,1
76,2010,201310,40.72165481,-74.00234737,POINT (-74.00234737 40.72165481),004700,1
77,2012,201310,40.739445,-73.976806,POINT (-73.976806 40.739445),006600,1
78,507,201310,40.73912601,-73.97973776,POINT (-73.97973776000001 40.73912601),006600,1
79,2017,201310,40.75022392,-73.97121414,POINT (-73.97121414 40.75022392),008800,1
80,455,201310,40.75001986,-73.96905301,POINT (-73.96905301 40.75001986),008800,1
81,2021,201310,40.75929124,-73.98859651,POINT (-73.98859650999999 40.75929124),012100,1
82,3039,201510,40.75908809071208,-73.99375051281822,POINT (-73.99375051281822 40.75908809071208),012100,1
83,3236,201511,40.75898481399634,-73.99379968643188,POINT (-73.99379968643188 40.75898481399634),012100,1
84,479,201310,40.76019252,-73.9912551,POINT (-73.9912551 40.76019252),012100,1
85,515,201310,40.76009437,-73.99461843,POINT (-73.99461843 40.76009437),012100,1
86,2022,201507,40.759107,-73.959223,POINT (-73.95922299999999 40.759107),010602,1
87,2023,201310,40.75968085,-73.97031366,POINT (-73.97031366 40.75968085),010000,1
88,3223,201508,40.75899655960512,-73.96865397691727,POINT (-73.96865397691727 40.75899655960512),010000,1
89,367,201310,40.75828065,-73.97069431,POINT (-73.97069431 40.75828065),010000,1
90,522,201310,40.75714758,-73.97207836,POINT (-73.97207836 40.75714758),010000,1
91,216,201310,40.70037867,-73.99548059,POINT (-73.99548059 40.70037867),000100,3
92,407,201310,40.700469,-73.991454,POINT (-73.991454 40.700469),000100,3
93,218,201310,40.69028437,-73.98707105,POINT (-73.98707105 40.69028437),003700,3
94,298,201310,40.68683208,-73.9796772,POINT (-73.9796772 40.68683208),003700,3
95,3232,201509,40.68962188790333,-73.98304268717766,POINT (-73.98304268717766 40.68962188790333),003700,3
96,431,201310,40.68864636,-73.98263429,POINT (-73.98263428999999 40.68864636),003700,3
97,223,201310,40.73781509,-73.99994661,POINT (-73.99994660999999 40.73781509),007100,1
98,383,201310,40.735238,-74.000271,POINT (-74.000271 40.735238),007100,1
99,224,201310,40.71146364,-74.00552427,POINT (-74.00552427 40.71146364),001501,1
100,279,201406,40.707873,-74.00167,POINT (-74.00167 40.707873),001501,1
101,225,201310,40.74195138,-74.00803013,POINT (-74.00803012999999 40.74195138),007900,1
102,238,201310,40.7361967,-74.00859207,POINT (-74.00859207000001 40.7361967),007900,1
103,346,201310,40.73652889,-74.00618026,POINT (-74.00618025999999 40.73652889),007900,1
104,404,201310,40.7405826,-74.00550867,POINT (-74.00550867 40.7405826),007900,1
105,405,201310,40.739323,-74.008119,POINT (-74.00811899999999 40.739323),007900,1
106,228,201501,40.7546011,-73.97187886,POINT (-73.97187886 40.7546011),009200,1
107,359,201310,40.75510267,-73.97498696,POINT (-73.97498696 40.75510267),009200,1
108,229,201310,40.72743423,-73.99379025,POINT (-73.99379025 40.72743423),005502,1
109,232,201310,40.69597683,-73.99014892,POINT (-73.99014892 40.69597683),001300,3
110,321,201310,40.69991755,-73.98971773,POINT (-73.98971773 40.69991755),001300,3
111,392,201310,40.695065,-73.987167,POINT (-73.987167 40.695065),001300,3
112,233,201504,40.69475701363877,-73.99052739143372,POINT (-73.99052739143372 40.69475701363877),001100,3
113,323,201310,40.69236178,-73.98631746,POINT (-73.98631746 40.69236178),001100,3
114,236,201310,40.7284186,-73.98713956,POINT (-73.98713956 40.7284186),003800,1
115,300,201310,40.728145,-73.990214,POINT (-73.99021399999999 40.728145),003800,1
116,438,201310,40.72779126,-73.98564945,POINT (-73.98564945 40.72779126),003800,1
117,439,201310,40.7262807,-73.98978041,POINT (-73.98978040999999 40.7262807),003800,1
118,237,201310,40.73047309,-73.98672378,POINT (-73.98672378000001 40.73047309),004000,1
119,326,201310,40.72953837,-73.98426726,POINT (-73.98426726 40.72953837),004000,1
120,239,201310,40.69196566,-73.9813018,POINT (-73.9813018 40.69196566),003100,3
121,241,201310,40.68981035,-73.97493121,POINT (-73.97493120999999 40.68981035),003100,3
122,245,201310,40.69327018,-73.97703874,POINT (-73.97703874 40.69327018),003100,3
123,262,201503,40.6917823,-73.9737299,POINT (-73.9737299 40.6917823),003100,3
124,242,201507,40.697787,-73.973736,POINT (-73.973736 40.697787),021100,3
125,243,201406,40.688226,-73.979382,POINT (-73.979382 40.688226),003300,3
126,324,201310,40.689888,-73.981013,POINT (-73.981013 40.689888),003300,3
127,244,201310,40.69196035,-73.96536851,POINT (-73.96536851 40.69196035),019300,3
128,354,201310,40.69363137,-73.96223558,POINT (-73.96223558 40.69363137),019300,3
129,364,201310,40.68900443,-73.96023854,POINT (-73.96023854000001 40.68900443),019300,3
130,399,201310,40.68851534,-73.9647628,POINT (-73.9647628 40.68851534),019300,3
131,247,201310,40.73535398,-74.00483091,POINT (-74.00483091 40.73535398),007300,1
132,380,201310,40.73401143,-74.00293877,POINT (-74.00293877 40.73401143),007300,1
133,249,201310,40.71870987,-74.0090009,POINT (-74.0090009 40.71870987),003900,1
134,276,201310,40.71748752,-74.0104554,POINT (-74.0104554 40.71748752),003900,1
135,328,201310,40.72405549,-74.00965965,POINT (-74.00965965 40.72405549),003900,1
136,250,201310,40.72456089,-73.99565293,POINT (-73.99565293000001 40.72456089),004300,1
137,251,201310,40.72317958,-73.99480012,POINT (-73.99480011999999 40.72317958),004300,1
138,252,201310,40.73226398,-73.99852205,POINT (-73.99852205000001 40.73226398),006300,1
139,253,201310,40.73543934,-73.99453948,POINT (-73.99453948 40.73543934),006300,1
140,254,201310,40.73532427,-73.99800419,POINT (-73.99800419 40.73532427),006300,1
141,345,201310,40.73649403,-73.99704374,POINT (-73.99704374 40.73649403),006300,1
142,255,201503,40.646768,-74.01651,POINT (-74.01651 40.646768),002000,3
143,258,201310,40.68940747,-73.96885458,POINT (-73.96885458 40.68940747),019700,3
144,420,201310,40.68764484,-73.96968902,POINT (-73.96968902 40.68764484),019700,3
145,259,201310,40.70122128,-74.01234218,POINT (-74.01234218 40.70122128),000900,1
146,260,201310,40.70365182,-74.01167797,POINT (-74.01167796999999 40.70365182),000900,1
147,427,201405,40.701907,-74.013942,POINT (-74.013942 40.701907),000900,1
148,534,201310,40.70255065,-74.0127234,POINT (-74.0127234 40.70255065),000900,1
149,261,201310,40.69474881,-73.98362464,POINT (-73.98362464 40.69474881),001500,3
150,278,201310,40.69766564,-73.98476437,POINT (-73.98476436999999 40.69766564),001500,3
151,390,201310,40.69221589,-73.9842844,POINT (-73.98428440000001 40.69221589),001500,3
152,265,201310,40.72229346,-73.99147535,POINT (-73.99147535 40.72229346),003601,1
153,312,201310,40.722055,-73.989111,POINT (-73.98911099999999 40.722055),003601,1
154,266,201310,40.72368361,-73.97574813,POINT (-73.97574813 40.72368361),002400,1
155,339,201310,40.72580614,-73.97422494,POINT (-73.97422494 40.72580614),002400,1
156,267,201310,40.75097711,-73.98765428,POINT (-73.98765428 40.75097711),010900,1
157,362,201310,40.75172632,-73.98753523,POINT (-73.98753523000001 40.75172632),010900,1
158,270,201310,40.69308257,-73.97178913,POINT (-73.97178913 40.69308257),018300,3
159,271,201507,40.68522671947255,-73.97800147533417,POINT (-73.97800147533417 40.68522671947255),003500,3
160,274,201310,40.68691865,-73.976682,POINT (-73.976682 40.68691865),003500,3
161,3222,201508,40.685159599891776,-73.97711366415024,POINT (-73.97711366415024 40.68515959989178),003500,3
162,353,201310,40.68539567,-73.97431458,POINT (-73.97431458 40.68539567),003500,3
163,83,201310,40.68382604,-73.97632328,POINT (-73.97632328 40.68382604),003500,3
164,275,201310,40.68650065,-73.96563307,POINT (-73.96563307 40.68650065),019900,3
165,384,201508,40.683048,-73.964915,POINT (-73.964915 40.683048),019900,3
166,280,201310,40.73331967,-73.99510132,POINT (-73.99510132 40.73331967),006100,1
167,285,201310,40.73454567,-73.99074142,POINT (-73.99074142000001 40.73454567),006100,1
168,357,201310,40.73261787,-73.99158043,POINT (-73.99158043 40.73261787),006100,1
169,382,201310,40.73492695,-73.99200509,POINT (-73.99200509000001 40.73492695),006100,1
170,281,201310,40.7643971,-73.97371465,POINT (-73.97371465000001 40.7643971),011201,1
171,443,201310,40.70853074,-73.96408963,POINT (-73.96408963 40.70853074),054700,3
172,284,201501,40.73901691,-74.00263761,POINT (-74.00263760999999 40.73901691),007700,1
173,3224,201508,40.73997354103409,-74.00513872504234,POINT (-74.00513872504234 40.73997354103409),007700,1
174,289,201310,40.6845683,-73.95881081,POINT (-73.95881081 40.6845683),022900,3
175,290,201310,40.76020258,-73.96478473,POINT (-73.96478473000001 40.76020258),010800,1
176,385,201310,40.75797322,-73.96603308,POINT (-73.96603308 40.75797322),010800,1
177,464,201310,40.75934501,-73.96759673,POINT (-73.96759673 40.75934501),010800,1
178,291,201310,40.713126,-73.984844,POINT (-73.984844 40.713126),000202,1
179,332,201310,40.71219906,-73.97948148,POINT (-73.97948148 40.71219906),000202,1
180,502,201310,40.714215,-73.981346,POINT (-73.981346 40.714215),000202,1
181,335,201310,40.72903917,-73.99404649,POINT (-73.99404649 40.72903917),005700,1
182,294,201310,40.73049393,-73.9957214,POINT (-73.99572139999999 40.73049393),005900,1
183,295,201310,40.71406667,-73.99293911,POINT (-73.99293910999999 40.71406667),000800,1
184,408,201310,40.71076228,-73.99400398,POINT (-73.99400398 40.71076228),000800,1
185,296,201310,40.71413089,-73.9970468,POINT (-73.99704680000001 40.71413089),001600,1
186,361,201310,40.71605866,-73.99190759,POINT (-73.99190759 40.71605866),001600,1
187,412,201310,40.7158155,-73.99422366,POINT (-73.99422366 40.7158155),001600,1
188,297,201310,40.734232,-73.986923,POINT (-73.986923 40.734232),005000,1
189,475,201310,40.73524276,-73.98758561,POINT (-73.98758561 40.73524276),005000,1
190,503,201310,40.73827428,-73.98751968,POINT (-73.98751968000001 40.73827428),005000,1
191,301,201310,40.72217444,-73.98368779,POINT (-73.98368779 40.72217444),003002,1
192,3014,201508,40.722852,-73.959114,POINT (-73.959114 40.722852),055700,3
193,3103,201508,40.72153267,-73.95782357,POINT (-73.95782357 40.72153267),055700,3
194,3104,201508,40.72057658,-73.96150225,POINT (-73.96150225 40.72057658),055700,3
195,3138,201512,40.774405455003,-73.96175265312193,POINT (-73.96175265312193 40.774405455003),013000,1
196,3139,201511,40.77118287540658,-73.96409422159195,POINT (-73.96409422159195 40.77118287540658),013000,1
197,3017,201510,40.751483,-73.996764,POINT (-73.996764 40.751483),010300,1
198,3230,201509,40.751283596962296,-73.99692445993422,POINT (-73.99692445993422 40.7512835969623),010300,1
199,490,201310,40.751551,-73.993934,POINT (-73.993934 40.751551),010300,1
200,521,201504,40.75096734871598,-73.99444207549095,POINT (-73.99444207549095 40.75096734871598),010300,1
201,3019,201510,40.716633,-73.981933,POINT (-73.981933 40.716633),001200,1
202,349,201310,40.71850211,-73.98329859,POINT (-73.98329859 40.71850211),001200,1
203,356,201310,40.71622644,-73.98261206,POINT (-73.98261205999999 40.71622644),001200,1
204,302,201310,40.72082834,-73.97793172,POINT (-73.97793172 40.72082834),002000,1
205,411,201310,40.72228087,-73.97668709,POINT (-73.97668709 40.72228087),002000,1
206,303,201310,40.72362738,-73.99949601,POINT (-73.99949601 40.72362738),004900,1
207,348,201310,40.72490985,-74.00154702,POINT (-74.00154702 40.72490985),004900,1
208,304,201310,40.70463334,-74.01361706,POINT (-74.01361706 40.70463334),001300,1
209,319,201508,40.711066,-74.009447,POINT (-74.00944699999999 40.711066),001300,1
210,3041,201508,40.67890679,-73.94142771,POINT (-73.94142771 40.67890679),027100,3
211,3042,201508,40.6794268,-73.9298911,POINT (-73.92989110000001 40.6794268),029700,3
212,3043,201508,40.6814598,-73.934903,POINT (-73.93490300000001 40.6814598),027300,3
213,3044,201508,40.6800105,-73.938475,POINT (-73.938475 40.6800105),027300,3
214,3046,201508,40.682601,-73.938037,POINT (-73.93803699999999 40.682601),027500,3
215,3047,201508,40.6823687,-73.944118,POINT (-73.944118 40.6823687),026900,3
216,3229,201510,40.68061768455451,-73.94624948501587,POINT (-73.94624948501587 40.68061768455451),026900,3
217,3048,201508,40.68402,-73.94977,POINT (-73.94977 40.68402),024900,3
218,3049,201508,40.68488,-73.96304,POINT (-73.96304000000001 40.68488),020100,3
219,305,201310,40.76095756,-73.96724467,POINT (-73.96724467 40.76095756),011203,1
220,3050,201508,40.6851532,-73.94111,POINT (-73.94110999999999 40.6851532),027700,3
221,3052,201508,40.686312,-73.935775,POINT (-73.93577500000001 40.686312),027700,3
222,3053,201508,40.6900815,-73.947915,POINT (-73.94791499999999 40.6900815),026300,3
223,3054,201508,40.6894932,-73.942061,POINT (-73.942061 40.6894932),027900,3
224,3055,201508,40.6883337,-73.950916,POINT (-73.95091600000001 40.6883337),025100,3
225,3056,201508,40.69072549,-73.95133465,POINT (-73.95133465000001 40.69072549),025300,3
226,3057,201508,40.69128258,-73.9452416,POINT (-73.9452416 40.69128258),026100,3
227,3058,201508,40.69237074,-73.93705428,POINT (-73.93705428 40.69237074),028100,3
228,3059,201508,40.6933982,-73.939877,POINT (-73.939877 40.6933982),028100,3
229,306,201310,40.70823502,-74.00530063,POINT (-74.00530062999999 40.70823502),001502,1
230,316,201310,40.70955958,-74.00653609,POINT (-74.00653609 40.70955958),001502,1
231,376,201310,40.70862144,-74.00722156,POINT (-74.00722156 40.70862144),001502,1
232,3060,201508,40.69425403,-73.94626915,POINT (-73.94626915000001 40.69425403),025901,3
233,3061,201508,40.69622937,-73.94371094,POINT (-73.94371094 40.69622937),025902,3
234,3062,201508,40.69539817,-73.94954908,POINT (-73.94954908 40.69539817),025500,3
235,3063,201508,40.69527008,-73.95238108,POINT (-73.95238107999999 40.69527008),025500,3
236,3064,201508,40.69681963,-73.93756926,POINT (-73.93756926 40.69681963),028700,3
237,3065,201508,40.70029511,-73.95032283,POINT (-73.95032283 40.70029511),050700,3
238,3067,201508,40.7016657,-73.9437303,POINT (-73.9437303 40.7016657),050700,3
239,3066,201508,40.69957608,-73.94708417,POINT (-73.94708417 40.69957608),025700,3
